mondo_id,mapping_type,doid_id,mapping_justification,mondo_label,doid_label
MONDO:0010674,skos:exactMatch,DOID:12799,semapv:UnspecifiedMatching,mucopolysaccharidosis type 2,mucopolysaccharidosis II
MONDO:0010679,skos:exactMatch,DOID:11723,semapv:UnspecifiedMatching,Duchenne muscular dystrophy,Duchenne muscular dystrophy
MONDO:0010683,skos:exactMatch,DOID:0111225,semapv:UnspecifiedMatching,X-linked myotubular myopathy,centronuclear myopathy X-linked
MONDO:0010684,skos:exactMatch,DOID:0050760,semapv:UnspecifiedMatching,X-linked myopathy with excessive autophagy,X-linked myopathy with excessive autophagy
MONDO:0010686,skos:exactMatch,DOID:0050769,semapv:UnspecifiedMatching,N syndrome,N syndrome
MONDO:0010687,skos:exactMatch,DOID:0111798,semapv:UnspecifiedMatching,"nephrolithiasis, X-linked recessive, with renal failure",X-linked nephrolithiasis type I
MONDO:0010688,skos:exactMatch,DOID:0070159,semapv:UnspecifiedMatching,hereditary sensory neuropathy X-linked,hereditary sensory neuropathy X-linked
MONDO:0010689,skos:exactMatch,DOID:0110212,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease X-linked recessive 4,Charcot-Marie-Tooth disease X-linked recessive 4
MONDO:0010690,skos:exactMatch,DOID:0110870,semapv:UnspecifiedMatching,congenital stationary night blindness 1A,congenital stationary night blindness 1A
MONDO:0010691,skos:exactMatch,DOID:0060844,semapv:UnspecifiedMatching,Norrie disease,Norrie disease
MONDO:0010693,skos:exactMatch,DOID:0111790,semapv:UnspecifiedMatching,"nystagmus 1, congenital, X-linked",congenital nystagmus 1
MONDO:0010698,skos:exactMatch,DOID:0111443,semapv:UnspecifiedMatching,optic atrophy 2,optic atrophy 2
MONDO:0010699,skos:exactMatch,DOID:0110210,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease X-linked recessive 5,Charcot-Marie-Tooth disease X-linked recessive 5
MONDO:0010702,skos:exactMatch,DOID:0060316,semapv:UnspecifiedMatching,orofaciodigital syndrome I,orofaciodigital syndrome I
MONDO:0010703,skos:exactMatch,DOID:9271,semapv:UnspecifiedMatching,ornithine carbamoyltransferase deficiency,ornithine carbamoyltransferase deficiency
MONDO:0010704,skos:exactMatch,DOID:0111783,semapv:UnspecifiedMatching,otopalatodigital syndrome type 1,otopalatodigital syndrome type 1
MONDO:0010706,skos:exactMatch,DOID:0080857,semapv:UnspecifiedMatching,premature ovarian failure 1,primary ovarian insufficiency 1
MONDO:0010709,skos:exactMatch,DOID:0111781,semapv:UnspecifiedMatching,early-onset parkinsonism-intellectual disability syndrome,Waisman syndrome
MONDO:0010711,skos:exactMatch,DOID:0111780,semapv:UnspecifiedMatching,TARP syndrome,TARP syndrome
MONDO:0010712,skos:exactMatch,DOID:0111779,semapv:UnspecifiedMatching,"panhypopituitarism, X-linked",X-linked panhypopituitarism
MONDO:0010713,skos:exactMatch,DOID:0111768,semapv:UnspecifiedMatching,"properdin deficiency, X-linked",X-linked properdin deficiency
MONDO:0010714,skos:exactMatch,DOID:3210,semapv:UnspecifiedMatching,Pelizaeus-Merzbacher spectrum disorder,Pelizaeus-Merzbacher disease
MONDO:0010720,skos:exactMatch,DOID:0080776,semapv:UnspecifiedMatching,partial androgen insensitivity syndrome,partial androgen insensitivity syndrome
MONDO:0010723,skos:exactMatch,DOID:0110415,semapv:UnspecifiedMatching,retinitis pigmentosa 2,retinitis pigmentosa 2
MONDO:0010725,skos:exactMatch,DOID:0060763,semapv:UnspecifiedMatching,X-linked retinoschisis,X-linked juvenile retinoschisis 1
MONDO:0010726,skos:exactMatch,DOID:1206,semapv:UnspecifiedMatching,Rett syndrome,Rett syndrome
MONDO:0010732,skos:exactMatch,DOID:0081100,semapv:UnspecifiedMatching,spastic paraparesis-deafness syndrome,spastic paraplegia with deafness
MONDO:0010733,skos:exactMatch,DOID:0110773,semapv:UnspecifiedMatching,hereditary spastic paraplegia 2,hereditary spastic paraplegia 2
MONDO:0010735,skos:exactMatch,DOID:0060161,semapv:UnspecifiedMatching,Kennedy disease,Kennedy's disease
MONDO:0010736,skos:exactMatch,DOID:0090027,semapv:UnspecifiedMatching,split hand-foot malformation 2,split hand-foot malformation 2
MONDO:0010737,skos:exactMatch,DOID:0080362,semapv:UnspecifiedMatching,"spondyloepiphyseal dysplasia tarda, X-linked",X-linked spondyloepiphyseal dysplasia tarda
MONDO:0010745,skos:exactMatch,DOID:0111767,semapv:UnspecifiedMatching,beta-thalassemia-X-linked thrombocytopenia syndrome,X-linked thrombocytopenia with beta-thalassemia
MONDO:0010747,skos:exactMatch,DOID:0090057,semapv:UnspecifiedMatching,X-linked dystonia-parkinsonism,X-linked dystonia-parkinsonism
MONDO:0010752,skos:exactMatch,DOID:0111766,semapv:UnspecifiedMatching,"VACTERL association, X-linked, with or without hydrocephalus",X-linked VACTERL association
MONDO:0010753,skos:exactMatch,DOID:0111765,semapv:UnspecifiedMatching,"cardiac valvular dysplasia, X-linked",X-linked cardiac valvular dysplasia
MONDO:0010758,skos:exactMatch,DOID:0060815,semapv:UnspecifiedMatching,Wieacker-Wolff syndrome,Wieacker-Wolff syndrome
MONDO:0010761,skos:exactMatch,DOID:0110418,semapv:UnspecifiedMatching,retinitis pigmentosa Y-linked,retinitis pigmentosa Y-linked
MONDO:0010763,skos:exactMatch,DOID:0070186,semapv:UnspecifiedMatching,"spermatogenic failure, Y-linked, 1",Y-linked spermatogenic failure 1
MONDO:0010764,skos:exactMatch,DOID:0111759,semapv:UnspecifiedMatching,"hearing loss, Y-linked 1",Y-linked deafness 1
MONDO:0010765,skos:exactMatch,DOID:14448,semapv:UnspecifiedMatching,"46,XY complete gonadal dysgenesis","46,XY complete gonadal dysgenesis"
MONDO:0010767,skos:exactMatch,DOID:0070187,semapv:UnspecifiedMatching,"spermatogenic failure, Y-linked, 2",Y-linked spermatogenic failure 2
MONDO:0010768,skos:exactMatch,DOID:3301,semapv:UnspecifiedMatching,gonadoblastoma,gonadoblastoma
MONDO:0010771,skos:exactMatch,DOID:0080198,semapv:UnspecifiedMatching,histiocytoid cardiomyopathy,infantile histiocytoid cardiomyopathy
MONDO:0010772,skos:exactMatch,DOID:0111755,semapv:UnspecifiedMatching,Leber optic atrophy and dystonia,Leber hereditary optic neuropathy and dystonia
MONDO:0010775,skos:exactMatch,DOID:0110829,semapv:UnspecifiedMatching,retinitis pigmentosa-deafness syndrome,retinitis pigmentosa-deafness syndrome
MONDO:0010777,skos:exactMatch,DOID:0111753,semapv:UnspecifiedMatching,"cardiomyopathy, infantile hypertrophic",infantile hypertrophic cardiomyopathy
MONDO:0010779,skos:exactMatch,DOID:0111751,semapv:UnspecifiedMatching,mitochondrial non-syndromic sensorineural hearing loss,mitochondrial nonsyndromic sensorineural deafness
MONDO:0010781,skos:exactMatch,DOID:0111750,semapv:UnspecifiedMatching,"ataxia and polyneuropathy, adult-onset",adult-onset ataxia and polyneuropathy
MONDO:0010782,skos:exactMatch,DOID:0111184,semapv:UnspecifiedMatching,"myopathy, lactic acidosis, and sideroblastic anemia 3","myopathy, lactic acidosis, and sideroblastic anemia 3"
MONDO:0010787,skos:exactMatch,DOID:12934,semapv:UnspecifiedMatching,Kearns-Sayre syndrome,Kearns-Sayre syndrome
MONDO:0010788,skos:exactMatch,DOID:705,semapv:UnspecifiedMatching,Leber hereditary optic neuropathy,Leber hereditary optic neuropathy
MONDO:0010789,skos:exactMatch,DOID:3687,semapv:UnspecifiedMatching,MELAS syndrome,MELAS syndrome
MONDO:0010790,skos:exactMatch,DOID:310,semapv:UnspecifiedMatching,MERRF syndrome,MERRF syndrome
MONDO:0010794,skos:exactMatch,DOID:0111273,semapv:UnspecifiedMatching,NARP syndrome,NARP syndrome
MONDO:0010797,skos:exactMatch,DOID:0060067,semapv:UnspecifiedMatching,Pearson syndrome,Pearson syndrome
MONDO:0010799,skos:exactMatch,DOID:0111734,semapv:UnspecifiedMatching,"deafness, aminoglycoside-induced",aminoglycoside-induced deafness
MONDO:0010800,skos:exactMatch,DOID:0080583,semapv:UnspecifiedMatching,"Wolfram syndrome, mitochondrial form","Wolfram syndrome, mitochondrial form"
MONDO:0010802,skos:exactMatch,DOID:0111733,semapv:UnspecifiedMatching,pancreatic hypoplasia-diabetes-congenital heart disease syndrome,pancreatic hypoplasia-diabetes-congenital heart disease syndrome
MONDO:0010803,skos:exactMatch,DOID:0111732,semapv:UnspecifiedMatching,Eiken syndrome,Eiken syndrome
MONDO:0010805,skos:exactMatch,DOID:0080174,semapv:UnspecifiedMatching,bladder exstrophy,bladder exstrophy
MONDO:0010806,skos:exactMatch,DOID:0110403,semapv:UnspecifiedMatching,retinitis pigmentosa 13,retinitis pigmentosa 13
MONDO:0010807,skos:exactMatch,DOID:0110477,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 2,autosomal recessive nonsyndromic deafness 2
MONDO:0010808,skos:exactMatch,DOID:0050433,semapv:UnspecifiedMatching,fatal familial insomnia,fatal familial insomnia
MONDO:0010809,skos:exactMatch,DOID:0060761,semapv:UnspecifiedMatching,familial chronic myelocytic leukemia-like syndrome,familial chronic myelocytic leukemia-like syndrome
MONDO:0010810,skos:exactMatch,DOID:0080887,semapv:UnspecifiedMatching,"vitamin D hydroxylation-deficient rickets, type 1B",vitamin D-dependent rickets type 1B
MONDO:0010811,skos:exactMatch,DOID:11132,semapv:UnspecifiedMatching,benign prostatic hyperplasia,prostatic hypertrophy
MONDO:0010814,skos:exactMatch,DOID:0060644,semapv:UnspecifiedMatching,chondrodysplasia-pseudohermaphroditism syndrome,chondrodysplasia-pseudohermaphroditism syndrome
MONDO:0010815,skos:exactMatch,DOID:0112289,semapv:UnspecifiedMatching,spondyloepiphyseal dysplasia tarda with characteristic facies,spondyloepiphyseal dysplasia tarda with characteristic facies
MONDO:0010816,skos:exactMatch,DOID:0050740,semapv:UnspecifiedMatching,Qazi Markouizos syndrome,Qazi Markouizos syndrome
MONDO:0010817,skos:exactMatch,DOID:0110558,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 2A,autosomal dominant nonsyndromic deafness 2A
MONDO:0010818,skos:exactMatch,DOID:0110358,semapv:UnspecifiedMatching,retinitis pigmentosa 12,retinitis pigmentosa 12
MONDO:0010819,skos:exactMatch,DOID:0061238,semapv:UnspecifiedMatching,Stargardt disease 3,
MONDO:0010820,skos:exactMatch,DOID:0060368,semapv:UnspecifiedMatching,autosomal recessive juvenile Parkinson disease 2,Parkinson's disease 2
MONDO:0010822,skos:exactMatch,DOID:0110716,semapv:UnspecifiedMatching,Warburg micro syndrome 1,Warburg micro syndrome 1
MONDO:0010823,skos:exactMatch,DOID:0110853,semapv:UnspecifiedMatching,rhizomelic chondrodysplasia punctata type 3,rhizomelic chondrodysplasia punctata type 3
MONDO:0010826,skos:exactMatch,DOID:0050708,semapv:UnspecifiedMatching,childhood absence epilepsy,early onset absence epilepsy
MONDO:0010826,skos:exactMatch,DOID:1825,semapv:UnspecifiedMatching,childhood absence epilepsy,childhood absence epilepsy
MONDO:0010827,skos:exactMatch,DOID:0110381,semapv:UnspecifiedMatching,retinitis pigmentosa 14,retinitis pigmentosa 14
MONDO:0010828,skos:exactMatch,DOID:0110408,semapv:UnspecifiedMatching,retinitis pigmentosa 11,retinitis pigmentosa 11
MONDO:0010829,skos:exactMatch,DOID:0061228,semapv:UnspecifiedMatching,CARASIL syndrome,
MONDO:0010830,skos:exactMatch,DOID:0110723,semapv:UnspecifiedMatching,neuronal ceroid lipofuscinosis 8,neuronal ceroid lipofuscinosis 8
MONDO:0010832,skos:exactMatch,DOID:0110125,semapv:UnspecifiedMatching,Bardet-Biedl syndrome 3,Bardet-Biedl syndrome 3
MONDO:0010837,skos:exactMatch,DOID:11202,semapv:UnspecifiedMatching,primary hyperparathyroidism,primary hyperparathyroidism
MONDO:0010839,skos:exactMatch,DOID:0111215,semapv:UnspecifiedMatching,"neuronopathy, distal hereditary motor, autosomal dominant 8",autosomal dominant distal hereditary motor neuronopathy 8
MONDO:0010841,skos:exactMatch,DOID:0110947,semapv:UnspecifiedMatching,Waardenburg syndrome type 2B,Waardenburg syndrome type 2B
MONDO:0010842,skos:exactMatch,DOID:0050792,semapv:UnspecifiedMatching,multiple cutaneous and mucosal venous malformations,multiple cutaneous and mucosal venous malformations
MONDO:0010844,skos:exactMatch,DOID:0070298,semapv:UnspecifiedMatching,"epiphyseal dysplasia, multiple, 2",multiple epiphyseal dysplasia 2
MONDO:0010847,skos:exactMatch,DOID:0050957,semapv:UnspecifiedMatching,spinocerebellar ataxia type 4,spinocerebellar ataxia 4
MONDO:0010848,skos:exactMatch,DOID:0050882,semapv:UnspecifiedMatching,spinocerebellar ataxia type 5,spinocerebellar ataxia 5
MONDO:0010849,skos:exactMatch,DOID:0111707,semapv:UnspecifiedMatching,"palmoplantar keratoderma, Bothnian type",Bothnian type palmoplantar keratoderma
MONDO:0010850,skos:exactMatch,DOID:0111706,semapv:UnspecifiedMatching,Tessier number 4 facial cleft,oblique facial clefting 1
MONDO:0010854,skos:exactMatch,DOID:0111705,semapv:UnspecifiedMatching,Toriello-Lacassie-Droste syndrome,oculoectodermal syndrome
MONDO:0010857,skos:exactMatch,DOID:0051060,semapv:UnspecifiedMatching,semantic dementia,frontotemporal dementia 1
MONDO:0010857,skos:exactMatch,DOID:0081391,semapv:UnspecifiedMatching,semantic dementia,semantic dementia
MONDO:0010860,skos:exactMatch,DOID:0110488,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 3,autosomal recessive nonsyndromic deafness 3
MONDO:0010861,skos:exactMatch,DOID:0110742,semapv:UnspecifiedMatching,type 1 diabetes mellitus 3,type 1 diabetes mellitus 3
MONDO:0010862,skos:exactMatch,DOID:0110743,semapv:UnspecifiedMatching,type 1 diabetes mellitus 4,type 1 diabetes mellitus 4
MONDO:0010863,skos:exactMatch,DOID:0110744,semapv:UnspecifiedMatching,type 1 diabetes mellitus 5,type 1 diabetes mellitus 5
MONDO:0010864,skos:exactMatch,DOID:0110746,semapv:UnspecifiedMatching,type 1 diabetes mellitus 7,type 1 diabetes mellitus 7
MONDO:0010866,skos:exactMatch,DOID:0070343,semapv:UnspecifiedMatching,infantile osteopetrosis with neuroaxonal dysplasia,CSF1R-related brain malformation and osteopetrosis
MONDO:0010868,skos:exactMatch,DOID:0070308,semapv:UnspecifiedMatching,rippling muscle disease 1,rippling muscle disease 1
MONDO:0010870,skos:exactMatch,DOID:0111078,semapv:UnspecifiedMatching,tibial muscular dystrophy,tibial muscular dystrophy
MONDO:0010877,skos:exactMatch,DOID:0080067,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease type 5,Charcot-Marie-Tooth disease type 5
MONDO:0010878,skos:exactMatch,DOID:0110811,semapv:UnspecifiedMatching,hereditary spastic paraplegia 6,hereditary spastic paraplegia 6
MONDO:0010879,skos:exactMatch,DOID:0111274,semapv:UnspecifiedMatching,CODAS syndrome,CODAS syndrome
MONDO:0010886,skos:exactMatch,DOID:0111704,semapv:UnspecifiedMatching,2q37 microdeletion syndrome,chromosome 2q37 deletion syndrome
MONDO:0010888,skos:exactMatch,DOID:288,semapv:UnspecifiedMatching,adenomyosis,endometriosis of uterus
MONDO:0010890,skos:exactMatch,DOID:0070419,semapv:UnspecifiedMatching,acrocardiofacial syndrome,acrocardiofacial syndrome
MONDO:0010894,skos:exactMatch,DOID:0111102,semapv:UnspecifiedMatching,maturity-onset diabetes of the young type 3,maturity-onset diabetes of the young type 3
MONDO:0010895,skos:exactMatch,DOID:0050600,semapv:UnspecifiedMatching,ABCD syndrome,ABCD syndrome
MONDO:0010896,skos:exactMatch,DOID:0060680,semapv:UnspecifiedMatching,pigment dispersion syndrome,pigment dispersion syndrome
MONDO:0010897,skos:exactMatch,DOID:0070079,semapv:UnspecifiedMatching,schizophrenia 3,schizophrenia 3
MONDO:0010899,skos:exactMatch,DOID:0060682,semapv:UnspecifiedMatching,autosomal dominant nocturnal frontal lobe epilepsy 1,autosomal dominant nocturnal frontal lobe epilepsy 1
MONDO:0010905,skos:exactMatch,DOID:0111009,semapv:UnspecifiedMatching,cone-rod dystrophy 1,cone-rod dystrophy 1
MONDO:0010906,skos:exactMatch,DOID:0080404,semapv:UnspecifiedMatching,orofacial cleft 11,orofacial cleft 11
MONDO:0010907,skos:exactMatch,DOID:0111703,semapv:UnspecifiedMatching,familial hypertryptophanemia,familial hypertryptophanemia
MONDO:0010908,skos:exactMatch,DOID:0111702,semapv:UnspecifiedMatching,loose anagen syndrome,loose anagen hair syndrome
MONDO:0010911,skos:exactMatch,DOID:5394,semapv:UnspecifiedMatching,prolactin-producing pituitary gland adenoma,prolactinoma
MONDO:0010912,skos:exactMatch,DOID:0081017,semapv:UnspecifiedMatching,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",congenital fibrosis of the extraocular muscles 3A
MONDO:0010913,skos:exactMatch,DOID:0050876,semapv:UnspecifiedMatching,Caroli disease,Caroli disease
MONDO:0010915,skos:exactMatch,DOID:0110573,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 4A,autosomal dominant nonsyndromic deafness 4A
MONDO:0010916,skos:exactMatch,DOID:0110860,semapv:UnspecifiedMatching,polycystic kidney disease 3 with or without polycystic liver disease,polycystic kidney disease 3
MONDO:0010924,skos:exactMatch,DOID:0050575,semapv:UnspecifiedMatching,D-2-hydroxyglutaric aciduria,D-2-hydroxyglutaric aciduria
MONDO:0010926,skos:exactMatch,DOID:0060702,semapv:UnspecifiedMatching,familial hypocalciuric hypercalcemia 3,familial hypocalciuric hypercalcemia 3
MONDO:0010927,skos:exactMatch,DOID:0080397,semapv:UnspecifiedMatching,orofacial cleft 3,orofacial cleft 3
MONDO:0010929,skos:exactMatch,DOID:0061012,semapv:UnspecifiedMatching,craniosynostosis 4,craniosynostosis 4
MONDO:0010931,skos:exactMatch,DOID:0080885,semapv:UnspecifiedMatching,"vitamin D-dependent rickets, type 2B",vitamin D-dependent rickets type 2B
MONDO:0010933,skos:exactMatch,DOID:0110498,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 4,autosomal recessive nonsyndromic deafness 4
MONDO:0010936,skos:exactMatch,DOID:0111227,semapv:UnspecifiedMatching,frontotemporal dementia and/or amyotrophic lateral sclerosis 7,frontotemporal dementia and/or amyotrophic lateral sclerosis 7
MONDO:0010943,skos:exactMatch,DOID:0070080,semapv:UnspecifiedMatching,schizophrenia 4,schizophrenia 4
MONDO:0010945,skos:exactMatch,DOID:0110404,semapv:UnspecifiedMatching,retinitis pigmentosa 17,retinitis pigmentosa 17
MONDO:0010946,skos:exactMatch,DOID:0110312,semapv:UnspecifiedMatching,hypertrophic cardiomyopathy 6,hypertrophic cardiomyopathy 6
MONDO:0010948,skos:exactMatch,DOID:0110258,semapv:UnspecifiedMatching,cataract 10 multiple types,cataract 10 multiple types
MONDO:0010949,skos:exactMatch,DOID:0110159,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease type 2B,Charcot-Marie-Tooth disease type 2B
MONDO:0010950,skos:exactMatch,DOID:0110747,semapv:UnspecifiedMatching,type 1 diabetes mellitus 8,type 1 diabetes mellitus 8
MONDO:0010951,skos:exactMatch,DOID:0110443,semapv:UnspecifiedMatching,dilated cardiomyopathy 1B,dilated cardiomyopathy 1B
MONDO:0010952,skos:exactMatch,DOID:0111256,semapv:UnspecifiedMatching,hereditary hyperferritinemia with congenital cataracts,hyperferritinemia-cataract syndrome
MONDO:0010953,skos:exactMatch,DOID:0111084,semapv:UnspecifiedMatching,Fanconi anemia complementation group E,Fanconi anemia complementation group E
MONDO:0010958,skos:exactMatch,DOID:0111700,semapv:UnspecifiedMatching,"cardiac arrhythmia, ankyrin-B-related",ankyrin-B-related cardiac arrhythmia
MONDO:0010958,skos:exactMatch,DOID:0111701,semapv:UnspecifiedMatching,"cardiac arrhythmia, ankyrin-B-related",long QT syndrome 4
MONDO:0010959,skos:exactMatch,DOID:0111699,semapv:UnspecifiedMatching,van den Ende-Gupta syndrome,Van den Ende-Gupta syndrome
MONDO:0010961,skos:exactMatch,DOID:0111698,semapv:UnspecifiedMatching,obesity due to prohormone convertase I deficiency,proprotein convertase 1/3 deficiency
MONDO:0010962,skos:exactMatch,DOID:0050428,semapv:UnspecifiedMatching,diffuse nonepidermolytic palmoplantar keratoderma,nonepidermolytic palmoplantar keratoderma
MONDO:0010962,skos:exactMatch,DOID:0070550,semapv:UnspecifiedMatching,diffuse nonepidermolytic palmoplantar keratoderma,KRT1-related nonepidermolytic palmoplantar keratoderma
MONDO:0010963,skos:exactMatch,DOID:0110584,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 6,autosomal dominant nonsyndromic deafness 6
MONDO:0010964,skos:exactMatch,DOID:0070304,semapv:UnspecifiedMatching,"epiphyseal dysplasia, multiple, 3",multiple epiphyseal dysplasia 3
MONDO:0010965,skos:exactMatch,DOID:0110512,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 6,autosomal recessive nonsyndromic deafness 6
MONDO:0010966,skos:exactMatch,DOID:0080055,semapv:UnspecifiedMatching,achondrogenesis type IB,achondrogenesis type IB
MONDO:0010967,skos:exactMatch,DOID:0110520,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 7,autosomal recessive nonsyndromic deafness 7
MONDO:0010969,skos:exactMatch,DOID:0111010,semapv:UnspecifiedMatching,cone-rod dystrophy 5,cone-rod dystrophy 5
MONDO:0010970,skos:exactMatch,DOID:0111697,semapv:UnspecifiedMatching,"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies","cleft palate, cardiac defects, and intellectual disability"
MONDO:0010973,skos:exactMatch,DOID:0110575,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 5,autosomal dominant nonsyndromic deafness 5
MONDO:0010974,skos:exactMatch,DOID:0080379,semapv:UnspecifiedMatching,"nephrotic syndrome, type 2",nephrotic syndrome type 2
MONDO:0010977,skos:exactMatch,DOID:0050692,semapv:UnspecifiedMatching,Brody myopathy,Brody myopathy
MONDO:0010979,skos:exactMatch,DOID:0060173,semapv:UnspecifiedMatching,Timothy syndrome,Timothy syndrome
MONDO:0010983,skos:exactMatch,DOID:0090044,semapv:UnspecifiedMatching,dystonia 9,dystonia 9
MONDO:0010984,skos:exactMatch,DOID:0110831,semapv:UnspecifiedMatching,Usher syndrome type 1D,Usher syndrome type 1D
MONDO:0010985,skos:exactMatch,DOID:0111690,semapv:UnspecifiedMatching,"epilepsy, familial adult myoclonic, 1",familial adult myoclonic epilepsy 1
MONDO:0010986,skos:exactMatch,DOID:0110535,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 9,autosomal recessive nonsyndromic deafness 9
MONDO:0010987,skos:exactMatch,DOID:0110527,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 8,autosomal recessive nonsyndromic deafness 8
MONDO:0010989,skos:exactMatch,DOID:0112179,semapv:UnspecifiedMatching,Mayer-Rokitansky-Küster-Hauser syndrome type 2,Mayer-Rokitansky-Kuster-Hauser syndrome type 2
MONDO:0010992,skos:exactMatch,DOID:0111688,semapv:UnspecifiedMatching,Ayme-Gripp syndrome,Ayme-Gripp syndrome
MONDO:0010995,skos:exactMatch,DOID:0110151,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease type 1C,Charcot-Marie-Tooth disease type 1C
MONDO:0010998,skos:exactMatch,DOID:0080556,semapv:UnspecifiedMatching,ALG3-congenital disorder of glycosylation,congenital disorder of glycosylation Id
MONDO:0011001,skos:exactMatch,DOID:0110218,semapv:UnspecifiedMatching,Brugada syndrome 1,Brugada syndrome 1
MONDO:0011003,skos:exactMatch,DOID:0110433,semapv:UnspecifiedMatching,dilated cardiomyopathy 1E,dilated cardiomyopathy 1E
MONDO:0011006,skos:exactMatch,DOID:0110824,semapv:UnspecifiedMatching,hereditary spastic paraplegia 9A,hereditary spastic paraplegia 9A
MONDO:0011010,skos:exactMatch,DOID:0111807,semapv:UnspecifiedMatching,"microphthalmia, syndromic 9",syndromic microphthalmia 9
MONDO:0011012,skos:exactMatch,DOID:0111033,semapv:UnspecifiedMatching,African iron overload,African iron overload
MONDO:0011013,skos:exactMatch,DOID:0090107,semapv:UnspecifiedMatching,autosomal dominant hypocalcemia 1,autosomal dominant hypocalcemia 1
MONDO:0011014,skos:exactMatch,DOID:4769,semapv:UnspecifiedMatching,pleuropulmonary blastoma,pleuropulmonary blastoma
MONDO:0011015,skos:exactMatch,DOID:0110257,semapv:UnspecifiedMatching,cataract 24,cataract 24
MONDO:0011016,skos:exactMatch,DOID:0110750,semapv:UnspecifiedMatching,type 1 diabetes mellitus 11,type 1 diabetes mellitus 11
MONDO:0011017,skos:exactMatch,DOID:0080551,semapv:UnspecifiedMatching,Naxos disease,Naxos disease
MONDO:0011018,skos:exactMatch,DOID:0090143,semapv:UnspecifiedMatching,brachyolmia-amelogenesis imperfecta syndrome,brachyolmia-amelogenesis imperfecta syndrome
MONDO:0011021,skos:exactMatch,DOID:0080680,semapv:UnspecifiedMatching,"neuronal intestinal dysplasia, type B",neuronal intestinal dysplasia type B
MONDO:0011022,skos:exactMatch,DOID:0111687,semapv:UnspecifiedMatching,Potocki-Shaffer syndrome,Potocki-Shaffer syndrome
MONDO:0011023,skos:exactMatch,DOID:0111684,semapv:UnspecifiedMatching,hereditary mixed polyposis syndrome,hereditary mixed polyposis syndrome
MONDO:0011025,skos:exactMatch,DOID:0060694,semapv:UnspecifiedMatching,Cayman type cerebellar ataxia,Cayman type cerebellar ataxia
MONDO:0011026,skos:exactMatch,DOID:0060712,semapv:UnspecifiedMatching,autosomal recessive congenital ichthyosis 4A,autosomal recessive congenital ichthyosis 4A
MONDO:0011028,skos:exactMatch,DOID:0110280,semapv:UnspecifiedMatching,autosomal recessive limb-girdle muscular dystrophy type 2F,autosomal recessive limb-girdle muscular dystrophy type 2F
MONDO:0011031,skos:exactMatch,DOID:0110542,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 10,autosomal dominant nonsyndromic deafness 10
MONDO:0011032,skos:exactMatch,DOID:0110543,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 11,autosomal dominant nonsyndromic deafness 11
MONDO:0011033,skos:exactMatch,DOID:0110752,semapv:UnspecifiedMatching,type 1 diabetes mellitus 13,type 1 diabetes mellitus 13
MONDO:0011035,skos:exactMatch,DOID:0111683,semapv:UnspecifiedMatching,neurofibromatosis-Noonan syndrome,neurofibromatosis-Noonan syndrome
MONDO:0011037,skos:exactMatch,DOID:0111682,semapv:UnspecifiedMatching,"renal dysplasia, cystic, susceptibility to",diffuse cystic renal dysplasia
MONDO:0011045,skos:exactMatch,DOID:0111803,semapv:UnspecifiedMatching,MMEP syndrome,syndromic microphthalmia 8
MONDO:0011053,skos:exactMatch,DOID:0081441,semapv:UnspecifiedMatching,intellectual disability-sparse hair-brachydactyly syndrome,Nicolaides-Baraitser syndrome
MONDO:0011057,skos:exactMatch,DOID:6713,semapv:UnspecifiedMatching,cerebrovascular disorder,cerebrovascular disease
MONDO:0011058,skos:exactMatch,DOID:0110593,semapv:UnspecifiedMatching,autosomal dominant nonsyndromic hearing loss 9,autosomal dominant nonsyndromic deafness 9
MONDO:0011066,skos:exactMatch,DOID:0110191,semapv:UnspecifiedMatching,Charcot-Marie-Tooth disease type 4B1,Charcot-Marie-Tooth disease type 4B1
MONDO:0011067,skos:exactMatch,DOID:0110467,semapv:UnspecifiedMatching,autosomal recessive nonsyndromic hearing loss 12,autosomal recessive nonsyndromic deafness 12
MONDO:0011068,skos:exactMatch,DOID:0110751,semapv:UnspecifiedMatching,type 1 diabetes mellitus 12,type 1 diabetes mellitus 12
